NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT03489005,Effect of BIA 5 1058 on Cardiac Repolarization,https://beta.clinicaltrials.gov/study/NCT03489005,,COMPLETED,NO,Cardiovascular Disease|Pulmonary Arterial Hypertension|Heart Failure,DRUG: BIA 5-1058|DRUG: Placebo Oral Tablet|DRUG: Moxifloxacin 400 mg,"time-matched change from baseline in placebo-adjusted QT interval corrected for heart rate based on an individual correction method after BIA 5-1058 dosing., In each treatment period, continuous 12-lead digital ECG recording will be performed by Holter monitor for at least 24 hours prior to dose until approximately 24 hours postdose., Day 1 at -1.25, -1, and -0.75 hours predose, Day -1 (baseline) at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, and 24 hours and 0.5, 1, 2, 3, 4, 6, 8, 12, 16, and 23 hours postdose.","QT interval corrected for heart rate based on the Fridericia correction (QTcF), In each treatment period, continuous 12-lead digital ECG recording will be performed by Holter monitor for at least 24 hours prior to dose until approximately 24 hours postdose., Day 1 at -1.25, -1, and -0.75 hours predose, Day -1 (baseline) at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, and 24 hours and 0.5, 1, 2, 3, 4, 6, 8, 12, 16, and 23 hours postdose.",,Bial - Portela C S.A.,Covance,ADULT,PHASE1,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",BIA-51058-115|2017-001682-25,
NCT05147805,"A Study to Evaluate the Efficacy, Safety and Pharmacokinetics of Treprostinil Palmitil Inhalation Powder in Participants With Pulmonary Arterial Hypertension",https://beta.clinicaltrials.gov/study/NCT05147805,,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: Treprostinil Palmitil|DRUG: Placebo,"Change from Baseline in Pulmonary Vascular Resistance at Week 16, Baseline to Week 16","Change from Baseline in 6-Minute Walk Test Distance at Week 5, Week 10 and Week 16, Baseline and Week 5, Week 10 and Week 16|Percent Change from Baseline in 6-Minute Walk Test Distance at Week 5, Week 10 and Week 16, Baseline and Week 5, Week 10 and Week 16|Number of Participants Who Experience a Treatment-emergent Adverse Event (AE), Day 1 up to Week 20|Number of Participants Who Experience a Clinically Significant Change from Baseline in Clinical Laboratory Evaluations, Baseline to Week 16|Number of Participants Who Experience a Clinically Significant Change from Baseline in Vital Sign Measurements, Baseline to Week 16|Number of Participants Who Experience a Clinically Significant Change from Baseline in Electrocardiogram (ECG) Measurements, Baseline to Week 16|Number of Participants Who Experience a Clinically Significant Change from Baseline in Physical Examinations, Baseline to Week 16|Maximum Plasma Concentration (Cmax) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Maximum Plasma Concentration (Cmax) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Time to Maximum Plasma Concentration (Tmax) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Time to Maximum Plasma Concentration (Tmax) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to 24 Hours Post-Dose (AUC24) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to 24 Hours Post-Dose (AUC24) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to Infinity (AUCΓê₧) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to Infinity (AUCΓê₧) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to Last Measurable Concentration (AUClast) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Area Under the Concentration-time Curve from Time 0 to Last Measurable Concentration (AUClast) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Apparent Total Clearance (CL/F) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Apparent Total Clearance (CL/F) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Apparent Volume of Distribution After Non-Intravenous Administration (Vd/F) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Apparent Volume of Distribution After Non-Intravenous Administration (Vd/F) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Elimination Half-Life (t1/2) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Elimination Half-Life (t1/2) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Accumulation Ratio Based on Maximum Plasma Concentration (Rac[Cmax]) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Accumulation Ratio Based on Maximum Plasma Concentration (Rac[Cmax]) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Accumulation Ratio Based on Area Under the Concentration-Time Curve at 24 Hours Post-Dose (Rac[AUC24]) of Treprostinil Palmitil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Accumulation Ratio Based on Area Under the Concentration-Time Curve at 24 Hours Post-Dose (Rac[AUC24]) of Treprostinil, Day 1, Weeks 5, 10 and 16: 24 hours pre-dose and 0.5, 1, 2, 4 and 8 hours post-dose|Change from Baseline in the Concentration of N-Terminal-Pro Hormone Brain Natriuretic Peptide (NT-proBNP) Levels at Week 5, Week 10 and Week 16, Baseline and Week 5, Week 10 and Week 16 or end of study",,Insmed Incorporated,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",INS1009-202|2021-001528-16,
NCT02882126,An Open Label Extension Study to Evaluate the Safety of Continued Therapy of Subcutanous Remodulin┬« in Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT02882126,,WITHDRAWN,NO,Pulmonary Arterial Hypertension,DRUG: Subcutaneous Treprostinil,"Incidence of Adverse Events Among Subjects through Study Completion, Adverse events among participants will be recorded throughout participation in the study. The incidence of adverse events among subjects through study completion, an average of 3 years, will be described by the number of subjects analyzed and the percentage of those subjects who experienced an adverse event until study completion., Study Completion, an Average of 3 Years|Change in 6-minute Walk Distance (6MWD) From Baseline to Month 12, The intent of the 6MWD test is to evaluate exercise capacity associated with carrying out activities of daily living. Change in 6MWD from Baseline to Month 12, correlates with the current clinical standard for assessing patient functional status in the treatment of PAH and is considered an objective measure of patient functional status. Subjects will be instructed to walk down a corridor at a comfortable speed as far as they can manage for six minutes. Distance \<500 meters suggests considerable exercise limitation; Distance 500-800 meters suggests moderate limitation; Distance \>800 meters (with no rests) suggests mild or no limitation., Baseline and Month 12|Change in Borg Dyspnea Score (following 6MWT) from Baseline to Month 12, The Borg dyspnea score is a 10-point scale rating the maximum level of dyspnea (difficulty in breathing) experienced during the six-minute walk test (6MWT). The Borg dyspnea score will be assessed immediately following the 6MWT. Scores range from 0 (for no shortness of breath) to 10 (for the greatest shortness of breath ever experienced). Changes from Baseline to Month 12 will be summarized and compared between treatment groups using descriptive statistics. No formal hypothesis testing will be performed., Baseline and Month 12|Number of Participants with a Change from Baseline World Health Organization (WHO) Functional Classification at Month 12, The WHO Functional Class of pulmonary hypertension is a physical activity rating scale as follows: Class I: No limitation of physical activity. Class II: Slight limitation of physical activity. Class III: Marked limitation of physical activity. Class IV: Inability to carry out any physical activity without symptoms. Changes from Baseline to Month 12 will be summarized and compared between treatment groups using descriptive statistics. No formal hypothesis testing will be performed., Change from Baseline at Month 12",,,United Therapeutics,CVie Therapeutics Co. Ltd.,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CVT-CV-004,
NCT00760916,FREEDOM DR: Oral Treprostinil in Combination With an Endothelin Receptor Antagonist (ERA) and/or a Phosphodiesterase-5 (PDE-5) Inhibitor or as Monotherapy for the Treatment of Pulmonary Arterial Hypertension (PAH),https://beta.clinicaltrials.gov/study/NCT00760916,,WITHDRAWN,NO,Pulmonary Hypertension,DRUG: UT-15C 1 mg|DRUG: UT-15C 0.25 mg|DRUG: UT-15C 5 mg|DRUG: Placebo,"Change in six-minute walk distance from Baseline to Week 12, 12 weeks","Borg Dyspnea Score, 12 weeks|Clinical Worsening Assessment, 12 weeks|Dyspnea Fatigue Index, 12 weeks|Symptoms of PAH, 12 weeks|World Health Organization (WHO) Functional Class, 12 weeks|Trough 6-Minute Walk Distance, 12 weeks|Trough Borg Dyspnea Score, 12 weeks|Pro-B-type natriuretic peptide (Pro-BNP), 12 weeks|Optional hemodynamic parameters, 12 weeks|Adverse events, 12 weeks|Clinical Laboratory parameters, 12 weeks|Electrocardiogram findings, 12 weeks",,United Therapeutics,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",TDE-PH-303,
NCT00963027,Effect of Esomeprazole on the Pharmacokinetics of Oral Treprostinil,https://beta.clinicaltrials.gov/study/NCT00963027,,COMPLETED,NO,"Hypertension, Pulmonary|Pulmonary Arterial Hypertension",DRUG: Treprostinil diethanolamine|DRUG: Esomeprazole,"Treprostinil pharmacokinetics in healthy volunteers following a single oral dose of a 1 mg treprostinil diethanolamine sustained release tablet before and after repeated dosing with esomeprazole., Within 10 minutes prior to through 36 hours post treprostinil diethanolamine dosing|Adverse event monitoring, Time Frame: From the first dose of treprostinil diethanolamine through study end (Study Day 9/10)","Clinical laboratories, Study Days 0 and 9",,United Therapeutics,,ADULT,PHASE1,INTERVENTIONAL,Allocation: |Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,TDE-PH-116,
NCT01105091,Epoprostenol for Injection in Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT01105091,EPITOME-1,COMPLETED,YES,Pulmonary Arterial Hypertension,DRUG: ACT-385781A (Actelion Epoprostenol)|DRUG: Flolan┬«,"Dose Normalized Pharmacokinetics of 6,15-diketo-13,14-dihydro-Prostacyclin F1alpha at 2 ng/kg/Min, The plasma concentration for the epoprostenol metabolite 6,15-diketo-13,14-dihydro-Prostacyclin F1alpha was measured at 2 ng/kg/min just prior to the next up-titration. Dose-normalized concentrations are used to summarize the results., Day 1|Dose Normalized Pharmacokinetics of 6,15-diketo-13,14-dihydro-Prostacyclin F1alpha at 4 ng/kg/Min, The plasma concentration for the epoprostenol metabolite 6,15-diketo-13,14-dihydro-Prostacyclin F1alpha was measured at 4 ng/kg/min just prior to the next up-titration. Dose-normalized concentrations are used to summarize the results., Day 1|Dose Normalized Pharmacokinetics of 6-keto-Prostacyclin F1alpha at 2 ng/kg/Min, The plasma concentration for the epoprostenol metabolite 6-keto-Prostacyclin F1alpha was measured at 2 ng/kg/min just prior to the next up-titration. Dose-normalized concentrations are used to summarize the results., Day 1|Dose Normalized Pharmacokinetics of 6-keto-Prostacyclin F1alpha at 4 ng/kg/Min, The plasma concentration for the epoprostenol metabolite 6-keto-Prostacyclin F1alpha was measured at 4 ng/kg/min just prior to the next up-titration. Dose-normalized concentrations are used to summarize the results., Day 1|Six-minute Walk Distance (6MWD) - Baseline and Day 28, The 6-minute walk test (6MWT) was to be performed prior to initiating study treatment either during the screening visit or on Day 1 prior to drug initiation, and Day 28 (End of treatment (EOT)). This assessment is a non-encouraged test that measures the distance walked for a duration of 6 minutes. The 6MWD was recorded in the Case Report Form (CRF)., Baseline and 28 days (+3 days)|Patients With New York Heart Association (NYHA) Functional Class Change (Improved or Worsened) From Baseline to Day 28, Disease severity was assessed by NYHA classification of PAH criteria: Class I: no limitation of physical activity (PA). Ordinary PA: no undue dyspnea/fatigue, chest pain, near syncope. Class II: slight limitation of PA. Comfortable at rest. Ordinary PA: undue dyspnea/fatigue, chest pain, near syncope. Class III: marked limitation of PA. Comfortable at rest. Less than ordinary PA: undue dyspnea/fatigue, chest pain, near syncope. Class IV: inability to carry out PA without symptoms. Right heart failure. Dyspnea/fatigue may even have been present at rest. Discomfort increased by any PA., From baseline to 28 days (+3 days)|Percentage Central Venous Blood Oxygen Saturation (ScVO2) - Baseline and Day 28, Central venous blood oxygen saturation assessment was performed only in specific centers. Measurements for ScVO2 were performed during the inpatient hospitalization period on Day 1 (prior to drug initiation) and on Day 28 (EOT). Samples for ScVO2 were obtained by aspirating blood from the indwelling central venous catheter. After the sample had been drawn, the catheter was primed with study drug in order to refill the lumen to avoid interruption in treatment and sudden decompensation., Baseline and 28 days|Blood Pressure - Baseline and Day 28, Blood pressure (systolic and diastolic) were measured indirectly using an automatic oscillometric device, on the same arm for each measurement. The Blood Pressure was assessed at baseline and at Day 28 (End of Study Treatment visit)., Baseline and 28 days|Heart Rate - Baseline and Day 28, Heart rate was measured indirectly using an automatic oscillometric device, on the same arm for each measurement. The Heart Rate was assessed at Baseline and at Day 28 (End of Study Treatment visit)., Baseline and 28 days|Body Weight - Baseline and Day 28, Body weight was measured both at baseline and day 28., Baseline and 28 days",,,Actelion,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,AC-066A401,
NCT02120339,Carvedilol PAH A Pilot Study of Efficacy and Safety,https://beta.clinicaltrials.gov/study/NCT02120339,,TERMINATED,NO,Pulmonary Hypertension|Cardiac MRI <40,DRUG: Carvedilol,"Mean change in RVEF, 1. The primary efficacy outcome is the mean change in RVEF as measured by cardiac MRI before and after 6 months of carvedilol treatment. An improvement of 5% will be considered to be clinically significant. Assessment of the RV is challenging due to its complex geometry. Cardiac MRI offers the ability to acquire 3-dimensional datasets that do not require geometric modeling. In addition to being highly reproducible40, RVEF measured by cardiac MRI can be used to identify PAH patients that are likely to have clinical worsening41. The prognostic ability of cardiac MRI-measurements of RVEF is similar to that as mean pulmonary artery pressure and exercise capacity, Baseline and 6 months","Absence of Adverse Events, The primary safety outcome is the absence of adverse events associated with carvedilol including hypotension (\<90 mm Hg), bradycardia (\<50 bpm or advanced atrioventricular nodal block), bronchospam, or acute decompensated right heart failure requiring hospitalization., 6 months",,University of Minnesota,,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,PAH,
NCT01649739,Vardenafil as add-on Therapy for Patients With Pulmonary Hypertension Treated With Inhaled Iloprost,https://beta.clinicaltrials.gov/study/NCT01649739,,UNKNOWN,NO,Pulmonary Arterial Hypertension,DRUG: Levitra,"Change in 6 minute walk or New York Heart Association functional class., 14 weeks","Changes in Pulmonary artery pressure assessed (by echo), exercise test parameters, pro-NT BNP, quality of life. Clinical worsening during study, study drop-out and adverse events during the study., 14 weeks",,Rabin Medical Center,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,RMCVAR1234,
NCT00643604,Rapid Switch From Flolan to Remodulin in the Outpatient Clinic,https://beta.clinicaltrials.gov/study/NCT00643604,,TERMINATED,YES,"Hypertension, Pulmonary",DRUG: treprostinil sodium,"Change in Six Minute Walk Distance, Baseline and Week 8","Change in WHO Functional Classification, Class I: No limitation of physical activity. Class II: Slight limitation of physical activity. Class III: Marked limitation of physical activity. Class IV: Inability to carry out any physical activity without symptoms., Baseline and Week 8|Change in Borg Dyspnea Score Immediately After Six Minute Walk, The Borg Dyspnea Score is a 10-point scale rating the maximum level of dyspnea experienced after the Six-Minute Walk Test. Scores range from 0 (for the best condition) to 10 (for the worst condition)., Baseline and Week 8|Change in Score on Cambridge Pulmonary Hypertension Outcome Review (CAMPHOR), The Cambridge Pulmonary Hypertension Outcome Review (CAMPHOR), a validated PAH-specific instrument consisting of 65 items used to assess symptoms, functioning and quality of life. The questionnaire is divided into three sections; Symptoms (Scores 0-25; high scores indicate more symptoms), Activity (Score 0-30; low score indicates good functioning)and Quality of Life (0-25; high scores indicate poor QoL). The sum of these scores equates to the Total score (0-80). In the CAMPHOR scores, lower scores indicate improvements., Baseline and Week 8|Change in Score on Treatment Satisfaction Questionnaire for Medication, The Treatment Satisfaction Questionnaire for Medication (TSQM), a validated generic measure of treatment satisfaction consisting of 14 Likert-response items comprising four domains: Effectiveness, Side Effects, Convenience, and Global Satisfaction. The TSQM was completed at baseline and at Week 8. The TSQM consists of 13 items that made up three specific scales (Effectiveness, Side effects, Convenience) and one global satisfaction scale. TSQM items are scaled using either a 5-point or 7-point scale. Five-point scales are used for unidimensional continua (e.g. extremely satisfied to not at all), while 7-point scales are used for bipolar continua(e.g., extremely positive to extremely negative. Non-neutral midpoints are used for 7-point scales, resulting in a greater range of positive response options than negative options for these items. Scale scores are transformed into scores ranging from 0 to 100, with a higher score indicating more satisfaction., Baseline and Week 8|Change in Total Weekly Time Spent With the Specific Activities Associated With Intravenous Remodulin Therapy Compared to Same Activities With Intravenous Epoprostenol, A Drug Administration Activities Diary, used by subjects to record in detail the amount of time (in minutes) spent on specifically-defined drug preparation/administration activities (e.g. diluting drug, preparing reservoir, and changing tubing), was completed over a 7-day period during the Screening period while on epoprostenol and repeated at Week 7 following transition to Remodulin. Drug Administration Activities Diary results are reported as average time per week spent on drug administration activities, Baseline and Week 8|Change in PAH Signs and Symptoms- Fatigue, The presence or absence of fatigue was documented. If present, the intensity of fatigue was rated mild, moderate, or severe., Baseline and Week 8|Change From in Signs and Symptoms of PAH- Edema, The presence or absence of edema was documented. If present, the intensity of edema was rated mild, moderate, or severe., Baseline and Week 8|Change in Signs and Symptoms of PAH- Dyspnea, The presence or absence of dyspnea was documented. If present, the intensity of dyspnea was rated mild, moderate, or severe., Baseline and Week 8|Change in Signs and Symptoms of PAH- Orthopnea, The presence or absence of orthopnea was documented. If present, the intensity of orthopnea was rated mild, moderate, or severe., Baseline and Week 8|Change in Signs and Symptoms of PAH- Dizziness, The presence or absence of dizziness was documented. If present, the intensity of dizziness was rated mild, moderate, or severe., Baseline and Week 8|Change in Signs and Symptoms of PAH- Syncope, The presence or absence of syncope was documented. If present, the intensity of syncope was rated mild, moderate, or severe., Baseline and Week 8|Change in Signs and Symptoms of PAH- Chest Pain, The presence or absence of chest pain was documented. If present, the intensity of chest pain was rated mild, moderate, or severe., Baseline and Week 8|Patient Impression of Change Questionnaire, A Patient Global Impression of Change Questionnaire, which consists of three items that ask the subject to rate changes (much better, somewhat better, about the same, somewhat worse, much worse) in their symptoms of PAH, the amount of time spent on activities associated with preparing and administering PAH therapy, and their satisfaction with their PAH therapy since transitioning from epoprostenol to intravenous Remodulin was conducted at Week 8 only and responses are reported as frequency distributions., Week 8",,United Therapeutics,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,RIV-PH-413,
NCT01105117,Epoprostenol for Injection in Pulmonary Arterial Hypertension - Extension of AC-066A401,https://beta.clinicaltrials.gov/study/NCT01105117,EPITOME-1 Ext,COMPLETED,YES,Pulmonary Arterial Hypertension,DRUG: ACT-385781A (Actelion Epoprostenol)|DRUG: Flolan┬«,"Safety and Tolerability of ACT-385781A and Flolan in Injectable Prostanoid Treatment-na├»ve Patients With Pulmonary Arterial Hypertension (PAH) - Number of Patients With Adverse Events Leading Discontinuation of Study Treatment, Up to 39 days. Day 1 - until patients transition from study medication to commercially-obtained medication|Safety and Tolerability of ACT-385781A and Flolan in Injectable Prostanoid Treatment-na├»ve Patients With PAH - Number of Deaths, Up to 39 days. Day 1 - until patients transition from study medication to commercially-obtained medication",,,Actelion,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,AC-066A402,
NCT03655704,Apabetalone for Pulmonary Arterial Hypertension: a Pilot Study,https://beta.clinicaltrials.gov/study/NCT03655704,APPRoAcH-p,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Apabetalone,"Change in Pulmonary Vascular Resistance (PVR), dyn┬╖s┬╖cm-5, Right heart catheterization: Measuring PVR is performed in a standardized manner in catheterization laboratories of the participating centres, according to recommendations. Printed copies of waveforms will be kept for monitoring visits and documentation of the accuracy of the pressures and calculations., Baseline,and 16 weeks later",,"Change in mean Pulmonary Artery Pressure (mPAP), mmHg, The hemodynamic definition of pulmonary arterial hypertension (PAH) is a mean pulmonary artery pressure at rest greater than or equal to 25 mmHg in the presence of a pulmonary capillary wedge pressure less than or equal to 15 mmHg. These measurements can only be taken accurately during a right heart catheterization., At screening and 16 weeks later|Change in cardiac output (L/min), Catheterization, At screening and 16 weeks later|Change in right atrial pressure (RAP), mmHg, Catheterization, At screening and 16 weeks later|Change in mixed venous oxygen saturation (SvO2), %, Catheterization, At screening and 16 weeks later|Change in the 6-min walk distance (6MWD), meters, The 6-min walk test (6 MWT) is a submaximal exercise test that entails measurement of distance walked over a span of 6 minutes. The 6-minute walk distance (6 MWD) provides a measure for integrated global response of multiple cardiopulmonary and musculoskeletal systems involved in exercise., Screening, Week 0 (baseline), Week 4, Week 8 and Week 16|Change in WHO functional class, There are four functional classes that are used to rate how ill PH patients are. Class I: No symptoms of pulmonary arterial hypertension with exercise or at rest. Class II: No symptoms at rest but uncomfortable and short of breath with normal activity such as climbing a flight of stairs, grocery shopping, or making the bed. Class III: May not have symptoms at rest but activities greatly limited by shortness of breath, fatigue, or near fainting. Class IV: Symptoms at rest and severe symptoms with any activity., Screening, Week 0 (baseline), Week 4, Week 8, Week 16 and end of study|Change in plasma N-terminal pro-brain natriuretic peptide (NT-proBNP) concentration, To assess changes in inflammatory/calcification mediators (mRNA \& serum proteins) of PAH patients with apabetalone treatment and demonstrate on-target beneficial effects, plasma (EDTA tubes) and whole blood (mRNA; PAXgene tubes) samples will be collected in subjects at visits 0 (baseline), 8 weeks, and 16 weeks. Blood draws at the 8 and 16 week visits should occur 4-6 hours post apabetalone dose to optimize capture of apabetalone's impact on gene expression (mRNA analysis). The plasma samples (EDTA tubes) will be processed and stored at -80┬░C until shipment on dry ice for future exploratory biomarker analysis relevant to lipid and inflammatory pathways. Whole blood samples (PAXgene tubes) will be stored at -20┬░C until shipment on dry ice to evaluate gene expression changes., Week 0 (baseline), Week 8, and Week 16|Change in Quality of life (QoL) using Emphasis-10 questionnaire, The Emphasis-10 questionnaire is a short questionnaire for assessing HRQoL in pulmonary arterial hypertension. It has excellent measurement properties and is sensitive to differences in relevant clinical parameters., Week 0 (baseline), and Week 16|Change in biomarker samples, circulating levels and transcription (messenger RNA) changes in whole blood of vascular calcification markers (alkaline phosphatase, osteoprotegerin), inflammation (C-reactive protein, fibrinogen, and inflammatory cytokines), complement, acute phase response, fibrogenesis and metabolism (adiponectin, ApoA-I, LDL-C and HDL-C), Week 0 (baseline), Week 8, and Week 16",Steeve Provencher,Resverlogix Corp,"ADULT, OLDER_ADULT",EARLY_PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,CER-21723,
NCT03399604,Investigation of the Safety and Pharmacology of Dry Powder Inhalation of Treprostinil,https://beta.clinicaltrials.gov/study/NCT03399604,INSPIRE,COMPLETED,NO,Primary Pulmonary Hypertension,DRUG: LIQ861 Inhaled Treprostinil,"Incidence of Treatment-Emergent Adverse Events and Serious Adverse Events, Treatment-Emergent Adverse Events and Serious Adverse Events will be grouped by MedDRA System Organ Class, dose level, time on drug, and relationship to dose titration, Baseline, Week 2, Month 1, Month 2 Visits, with bimonthly follow up for up to 30 months.",,,"Liquidia Technologies, Inc.","Nuventra, Inc.","ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,LTI-301,
